           ANÁLISE DE FREQUÊNCIA DE PALAVRAS           
Arquivo analisado: kjv-bible.txt
Estrutura utilizada: AVL Tree
Total de palavras únicas: 12965
Tempo total de execução: 1720 ms
Número de comparações: 11609472
Número de rotações: 9931
═══════════════════════════════════════════════════════
Palavra: the, Frequência: 64016
Palavra: mind, Frequência: 95
Palavra: destruction, Frequência: 94
Palavra: stead, Frequência: 94
Palavra: just, Frequência: 94
Palavra: hour, Frequência: 94
Palavra: caused, Frequência: 94
Palavra: angels, Frequência: 94
Palavra: joel, Frequência: 93
Palavra: threescore, Frequência: 93
Palavra: remnant, Frequência: 92
Palavra: ahab, Frequência: 92
Palavra: going, Frequência: 92
Palavra: committed, Frequência: 92
Palavra: top, Frequência: 91
Palavra: understand, Frequência: 91
Palavra: canaan, Frequência: 91
Palavra: ammon, Frequência: 91
Palavra: removed, Frequência: 91
Palavra: write, Frequência: 91
Palavra: bed, Frequência: 90
Palavra: prophesy, Frequência: 90
Palavra: prison, Frequência: 90
Palavra: carry, Frequência: 90
Palavra: labour, Frequência: 89
Palavra: glad, Frequência: 89
Palavra: sound, Frequência: 89
Palavra: breadth, Frequência: 89
Palavra: pillars, Frequência: 89
Palavra: wash, Frequência: 89
Palavra: knowest, Frequência: 89
Palavra: sick, Frequência: 88
Palavra: reproach, Frequência: 88
Palavra: alive, Frequência: 88
Palavra: noise, Frequência: 88
Palavra: esau, Frequência: 88
Palavra: increase, Frequência: 88
Palavra: pit, Frequência: 88
Palavra: hate, Frequência: 87
Palavra: pharisees, Frequência: 87
Palavra: greatly, Frequência: 87
Palavra: edom, Frequência: 87
Palavra: never, Frequência: 86
Palavra: company, Frequência: 86
Palavra: rod, Frequência: 86
Palavra: vanity, Frequência: 86
Palavra: early, Frequência: 86
Palavra: ass, Frequência: 86
Palavra: follow, Frequência: 86
Palavra: garment, Frequência: 86
Palavra: jehoshaphat, Frequência: 85
Palavra: fast, Frequência: 85
Palavra: drew, Frequência: 85
Palavra: last, Frequência: 85
Palavra: raised, Frequência: 85
Palavra: ruler, Frequência: 84
Palavra: fourth, Frequência: 84
Palavra: poured, Frequência: 84
Palavra: hide, Frequência: 83
Palavra: sleep, Frequência: 82
Palavra: trespass, Frequência: 82
Palavra: abide, Frequência: 82
Palavra: pitched, Frequência: 82
Palavra: blind, Frequência: 82
Palavra: fulfilled, Frequência: 82
Palavra: sold, Frequência: 82
Palavra: army, Frequência: 82
Palavra: faithful, Frequência: 82
Palavra: feed, Frequência: 81
Palavra: true, Frequência: 81
Palavra: continually, Frequência: 81
Palavra: taught, Frequência: 81
Palavra: lambs, Frequência: 81
Palavra: tenth, Frequência: 81
Palavra: hearkened, Frequência: 81
Palavra: prepare, Frequência: 81
Palavra: thought, Frequência: 81
Palavra: rich, Frequência: 81
Palavra: atonement, Frequência: 81
Palavra: strangers, Frequência: 80
Palavra: matter, Frequência: 80
Palavra: reward, Frequência: 80
Palavra: flocks, Frequência: 80
Palavra: abroad, Frequência: 80
Palavra: heed, Frequência: 80
Palavra: eight, Frequência: 80
Palavra: remain, Frequência: 79
Palavra: fallen, Frequência: 79
Palavra: bringeth, Frequência: 79
Palavra: sacrifices, Frequência: 79
Palavra: healed, Frequência: 79
Palavra: vision, Frequência: 79
Palavra: messengers, Frequência: 79
Palavra: bowed, Frequência: 78
Palavra: souls, Frequência: 78
Palavra: sware, Frequência: 78
Palavra: amen, Frequência: 78
Palavra: rulers, Frequência: 78
Palavra: church, Frequência: 77
Palavra: rams, Frequência: 77
Palavra: rivers, Frequência: 77
Palavra: length, Frequência: 77
Palavra: ones, Frequência: 77
Palavra: greater, Frequência: 77
Palavra: skin, Frequência: 77
Palavra: abominations, Frequência: 76
Palavra: passover, Frequência: 76
Palavra: sign, Frequência: 76
Palavra: forsaken, Frequência: 76
Palavra: draw, Frequência: 76
Palavra: hill, Frequência: 76
Palavra: precious, Frequência: 76
Palavra: wings, Frequência: 76
Palavra: abomination, Frequência: 76
Palavra: testimony, Frequência: 76
Palavra: strange, Frequência: 76
Palavra: 78, Frequência: 76
Palavra: commit, Frequência: 75
Palavra: plain, Frequência: 75
Palavra: 55, Frequência: 75
Palavra: selah, Frequência: 75
Palavra: white, Frequência: 75
Palavra: mother’s, Frequência: 75
Palavra: branches, Frequência: 75
Palavra: moved, Frequência: 75
Palavra: syria, Frequência: 75
Palavra: affliction, Frequência: 75
Palavra: villages, Frequência: 75
Palavra: reuben, Frequência: 74
Palavra: served, Frequência: 74
Palavra: feared, Frequência: 74
Palavra: except, Frequência: 74
Palavra: established, Frequência: 74
Palavra: behind, Frequência: 74
Palavra: dream, Frequência: 74
Palavra: taketh, Frequência: 74
Palavra: speaketh, Frequência: 74
Palavra: eleazar, Frequência: 74
Palavra: table, Frequência: 73
Palavra: hebron, Frequência: 73
Palavra: shouldest, Frequência: 73
Palavra: thanks, Frequência: 73
Palavra: clothed, Frequência: 73
Palavra: faces, Frequência: 73
Palavra: brake, Frequência: 73
Palavra: prey, Frequência: 73
Palavra: amorites, Frequência: 73
Palavra: shadow, Frequência: 73
Palavra: cursed, Frequência: 72
Palavra: whence, Frequência: 72
Palavra: gad, Frequência: 72
Palavra: aside, Frequência: 72
Palavra: levi, Frequência: 72
Palavra: galilee, Frequência: 72
Palavra: dan, Frequência: 72
Palavra: cover, Frequência: 72
Palavra: scattered, Frequência: 71
Palavra: doors, Frequência: 71
Palavra: wept, Frequência: 71
Palavra: run, Frequência: 71
Palavra: whereof, Frequência: 71
Palavra: ship, Frequência: 71
Palavra: womb, Frequência: 71
Palavra: stretched, Frequência: 71
Palavra: dry, Frequência: 71
Palavra: images, Frequência: 71
Palavra: lebanon, Frequência: 71
Palavra: devour, Frequência: 71
Palavra: reason, Frequência: 71
Palavra: defiled, Frequência: 71
Palavra: indeed, Frequência: 70
Palavra: since, Frequência: 70
Palavra: appeared, Frequência: 70
Palavra: read, Frequência: 70
Palavra: sorrow, Frequência: 70
Palavra: worshipped, Frequência: 70
Palavra: favour, Frequência: 70
Palavra: sanctify, Frequência: 70
Palavra: cease, Frequência: 70
Palavra: fury, Frequência: 70
Palavra: youth, Frequência: 70
Palavra: simon, Frequência: 69
Palavra: burden, Frequência: 69
Palavra: obey, Frequência: 69
Palavra: vineyard, Frequência: 69
Palavra: others, Frequência: 69
Palavra: abode, Frequência: 69
Palavra: west, Frequência: 69
Palavra: divided, Frequência: 69
Palavra: elijah, Frequência: 69
Palavra: measure, Frequência: 69
Palavra: troubled, Frequência: 68
Palavra: upright, Frequência: 68
Palavra: abundance, Frequência: 68
Palavra: 54, Frequência: 68
Palavra: cup, Frequência: 68
Palavra: led, Frequência: 68
Palavra: worthy, Frequência: 68
Palavra: scribes, Frequência: 68
Palavra: secret, Frequência: 68
Palavra: hither, Frequência: 67
Palavra: blessing, Frequência: 67
Palavra: consider, Frequência: 67
Palavra: killed, Frequência: 67
Palavra: grave, Frequência: 67
Palavra: horns, Frequência: 67
Palavra: arm, Frequência: 67
Palavra: beseech, Frequência: 67
Palavra: jonah, Frequência: 67
Palavra: rent, Frequência: 66
Palavra: chambers, Frequência: 66
Palavra: chaldeans, Frequência: 66
Palavra: walls, Frequência: 66
Palavra: wast, Frequência: 66
Palavra: comfort, Frequência: 66
Palavra: thereon, Frequência: 66
Palavra: rule, Frequência: 66
Palavra: fool, Frequência: 66
Palavra: kindled, Frequência: 66
Palavra: crown, Frequência: 66
Palavra: 53, Frequência: 66
Palavra: afterward, Frequência: 66
Palavra: bethel, Frequência: 66
Palavra: tents, Frequência: 66
Palavra: golden, Frequência: 66
Palavra: prayed, Frequência: 65
Palavra: cherubims, Frequência: 65
Palavra: loveth, Frequência: 65
Palavra: streets, Frequência: 65
Palavra: deep, Frequência: 65
Palavra: soon, Frequência: 65
Palavra: abimelech, Frequência: 65
Palavra: think, Frequência: 65
Palavra: hills, Frequência: 65
Palavra: few, Frequência: 65
Palavra: exalted, Frequência: 64
Palavra: parts, Frequência: 64
Palavra: false, Frequência: 64
Palavra: chariot, Frequência: 64
Palavra: 57, Frequência: 64
Palavra: jericho, Frequência: 64
Palavra: fought, Frequência: 64
Palavra: asses, Frequência: 64
Palavra: waste, Frequência: 64
Palavra: ox, Frequência: 64
Palavra: hair, Frequência: 64
Palavra: howbeit, Frequência: 64
Palavra: fail, Frequência: 64
Palavra: baal, Frequência: 63
Palavra: loins, Frequência: 63
Palavra: daily, Frequência: 63
Palavra: pour, Frequência: 63
Palavra: judged, Frequência: 63
Palavra: smitten, Frequência: 63
Palavra: hurt, Frequência: 63
Palavra: 59, Frequência: 63
Palavra: zephaniah, Frequência: 63
Palavra: inherit, Frequência: 62
Palavra: neck, Frequência: 62
Palavra: pleased, Frequência: 62
Palavra: rather, Frequência: 62
Palavra: redeemed, Frequência: 62
Palavra: coast, Frequência: 62
Palavra: sanctified, Frequência: 62
Palavra: always, Frequência: 62
Palavra: shechem, Frequência: 62
Palavra: blemish, Frequência: 62
Palavra: speaking, Frequência: 62
Palavra: grass, Frequência: 62
Palavra: abner, Frequência: 62
Palavra: thousands, Frequência: 62
Palavra: treasures, Frequência: 62
Palavra: vine, Frequência: 62
Palavra: height, Frequência: 62
Palavra: dominion, Frequência: 62
Palavra: wrote, Frequência: 62
Palavra: ran, Frequência: 61
Palavra: baptized, Frequência: 61
Palavra: household, Frequência: 61
Palavra: syrians, Frequência: 61
Palavra: devil, Frequência: 61
Palavra: harvest, Frequência: 61
Palavra: order, Frequência: 61
Palavra: fifth, Frequência: 61
Palavra: trumpet, Frequência: 61
Palavra: unleavened, Frequência: 61
Palavra: upward, Frequência: 61
Palavra: 56, Frequência: 61
Palavra: seventy, Frequência: 61
Palavra: watch, Frequência: 61
Palavra: pleasure, Frequência: 61
Palavra: preached, Frequência: 61
Palavra: zedekiah, Frequência: 61
Palavra: journey, Frequência: 60
Palavra: lead, Frequência: 60
Palavra: loud, Frequência: 60
Palavra: evening, Frequência: 60
Palavra: balaam, Frequência: 60
Palavra: nebuchadnezzar, Frequência: 60
Palavra: next, Frequência: 60
Palavra: 66, Frequência: 60
Palavra: apostles, Frequência: 60
Palavra: damascus, Frequência: 60
Palavra: deal, Frequência: 60
Palavra: despised, Frequência: 60
Palavra: swear, Frequência: 60
Palavra: hated, Frequência: 60
Palavra: burning, Frequência: 60
Palavra: oath, Frequência: 59
Palavra: asa, Frequência: 59
Palavra: once, Frequência: 59
Palavra: fields, Frequência: 59
Palavra: jehu, Frequência: 59
Palavra: exceeding, Frequência: 59
Palavra: raise, Frequência: 59
Palavra: free, Frequência: 59
Palavra: months, Frequência: 59
Palavra: gift, Frequência: 59
Palavra: governor, Frequência: 59
Palavra: endureth, Frequência: 59
Palavra: lieth, Frequência: 59
Palavra: escape, Frequência: 59
Palavra: titus, Frequência: 59
Palavra: bashan, Frequência: 59
Palavra: choose, Frequência: 59
Palavra: captive, Frequência: 59
Palavra: horsemen, Frequência: 59
Palavra: yoke, Frequência: 59
Palavra: dwelleth, Frequência: 58
Palavra: elisha, Frequência: 58
Palavra: officers, Frequência: 58
Palavra: lived, Frequência: 58
Palavra: flour, Frequência: 58
Palavra: escaped, Frequência: 58
Palavra: forsake, Frequência: 58
Palavra: seat, Frequência: 58
Palavra: habakkuk, Frequência: 58
Palavra: habitation, Frequência: 58
Palavra: weight, Frequência: 58
Palavra: mordecai, Frequência: 58
Palavra: almighty, Frequência: 57
Palavra: pleasant, Frequência: 57
Palavra: kingdoms, Frequência: 57
Palavra: raiment, Frequência: 57
Palavra: drive, Frequência: 57
Palavra: remembered, Frequência: 57
Palavra: nakedness, Frequência: 57
Palavra: dealt, Frequência: 57
Palavra: lying, Frequência: 57
Palavra: named, Frequência: 57
Palavra: thoughts, Frequência: 57
Palavra: violence, Frequência: 57
Palavra: forgive, Frequência: 56
Palavra: season, Frequência: 56
Palavra: edge, Frequência: 56
Palavra: slaughter, Frequência: 56
Palavra: redeem, Frequência: 56
Palavra: malachi, Frequência: 56
Palavra: tables, Frequência: 56
Palavra: pilate, Frequência: 56
Palavra: persons, Frequência: 56
Palavra: iniquities, Frequência: 56
Palavra: 60, Frequência: 56
Palavra: eateth, Frequência: 56
Palavra: buy, Frequência: 56
Palavra: consume, Frequência: 56
Palavra: dost, Frequência: 56
Palavra: honey, Frequência: 56
Palavra: person, Frequência: 56
Palavra: satan, Frequência: 55
Palavra: 65, Frequência: 55
Palavra: nay, Frequência: 55
Palavra: devils, Frequência: 55
Palavra: haste, Frequência: 55
Palavra: afflicted, Frequência: 55
Palavra: observe, Frequência: 55
Palavra: immediately, Frequência: 55
Palavra: fowls, Frequência: 55
Palavra: mingled, Frequência: 55
Palavra: altars, Frequência: 55
Palavra: musician, Frequência: 55
Palavra: spoiled, Frequência: 55
Palavra: canaanites, Frequência: 55
Palavra: standing, Frequência: 55
Palavra: wonders, Frequência: 55
Palavra: graven, Frequência: 55
Palavra: food, Frequência: 55
Palavra: countries, Frequência: 55
Palavra: sockets, Frequência: 54
Palavra: foundation, Frequência: 54
Palavra: mary, Frequência: 54
Palavra: david’s, Frequência: 54
Palavra: appear, Frequência: 54
Palavra: queen, Frequência: 54
Palavra: 89, Frequência: 54
Palavra: hell, Frequência: 54
Palavra: savour, Frequência: 54
Palavra: whoso, Frequência: 54
Palavra: forget, Frequência: 54
Palavra: seeth, Frequência: 54
Palavra: beyond, Frequência: 54
Palavra: sepulchre, Frequência: 54
Palavra: abram, Frequência: 54
Palavra: beheld, Frequência: 53
Palavra: signs, Frequência: 53
Palavra: countenance, Frequência: 53
Palavra: devoured, Frequência: 53
Palavra: remained, Frequência: 53
Palavra: fair, Frequência: 53
Palavra: josiah, Frequência: 53
Palavra: remembrance, Frequência: 53
Palavra: promise, Frequência: 53
Palavra: red, Frequência: 53
Palavra: gifts, Frequência: 53
Palavra: 58, Frequência: 53
Palavra: friend, Frequência: 53
Palavra: garden, Frequência: 52
Palavra: shed, Frequência: 52
Palavra: scarlet, Frequência: 52
Palavra: scribe, Frequência: 52
Palavra: heareth, Frequência: 52
Palavra: jehoiada, Frequência: 52
Palavra: inquire, Frequência: 52
Palavra: ephod, Frequência: 52
Palavra: terrible, Frequência: 52
Palavra: foolish, Frequência: 52
Palavra: held, Frequência: 52
Palavra: chamber, Frequência: 52
Palavra: dwelling, Frequência: 52
Palavra: zadok, Frequência: 52
Palavra: instruments, Frequência: 51
Palavra: ends, Frequência: 51
Palavra: each, Frequência: 51
Palavra: mourning, Frequência: 51
Palavra: lies, Frequência: 51
Palavra: risen, Frequência: 51
Palavra: coasts, Frequência: 51
Palavra: noah, Frequência: 51
Palavra: cedar, Frequência: 51
Palavra: ourselves, Frequência: 51
Palavra: delight, Frequência: 51
Palavra: goodness, Frequência: 51
Palavra: stars, Frequência: 51
Palavra: past, Frequência: 51
Palavra: afar, Frequência: 51
Palavra: talents, Frequência: 51
Palavra: tarry, Frequência: 51
Palavra: knowing, Frequência: 51
Palavra: too, Frequência: 51
Palavra: charged, Frequência: 51
Palavra: transgression, Frequência: 51
Palavra: trumpets, Frequência: 51
Palavra: wheat, Frequência: 51
Palavra: doctrine, Frequência: 51
Palavra: doings, Frequência: 51
Palavra: laban, Frequência: 51
Palavra: canst, Frequência: 51
Palavra: home, Frequência: 51
Palavra: moon, Frequência: 51
Palavra: nine, Frequência: 50
Palavra: confounded, Frequência: 50
Palavra: rehoboam, Frequência: 50
Palavra: simeon, Frequência: 50
Palavra: glorified, Frequência: 50
Palavra: blue, Frequência: 50
Palavra: desired, Frequência: 50
Palavra: former, Frequência: 50
Palavra: stretch, Frequência: 50
Palavra: substance, Frequência: 50
Palavra: suffered, Frequência: 50
Palavra: guard, Frequência: 50
Palavra: teeth, Frequência: 50
Palavra: haman, Frequência: 50
Palavra: thorns, Frequência: 50
Palavra: thrust, Frequência: 50
Palavra: preach, Frequência: 50
Palavra: builded, Frequência: 50
Palavra: 63, Frequência: 50
Palavra: camels, Frequência: 50
Palavra: widow, Frequência: 50
Palavra: prophesied, Frequência: 50
Palavra: itself, Frequência: 50
Palavra: naphtali, Frequência: 50
Palavra: need, Frequência: 49
Palavra: slept, Frequência: 49
Palavra: speech, Frequência: 49
Palavra: parable, Frequência: 49
Palavra: beauty, Frequência: 49
Palavra: staves, Frequência: 49
Palavra: increased, Frequência: 49
Palavra: driven, Frequência: 49
Palavra: fill, Frequência: 49
Palavra: haggai, Frequência: 49
Palavra: joash, Frequência: 49
Palavra: azariah, Frequência: 49
Palavra: touched, Frequência: 49
Palavra: belly, Frequência: 49
Palavra: bind, Frequência: 49
Palavra: clouds, Frequência: 49
Palavra: pride, Frequência: 49
Palavra: divide, Frequência: 49
Palavra: weep, Frequência: 49
Palavra: decree, Frequência: 49
Palavra: assembly, Frequência: 49
Palavra: witnesses, Frequência: 49
Palavra: friends, Frequência: 49
Palavra: prosper, Frequência: 49
Palavra: wroth, Frequência: 49
Palavra: 106, Frequência: 49
Palavra: search, Frequência: 48
Palavra: sworn, Frequência: 48
